BROMOPRIDA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523703705157418,1003300280041,7896094200203,    -     ,    -     ,PLAMET,5 MG/ML SOL INJ CX 50 AMP VD AMB X 2 ML,A3F - GASTROPROCINÉTICOS,Similar,Regulado,260.37,291.62,336.99,360.36,313.7,362.88,315.61,365.43,317.53,376.1,391.2,450.15,480.33,433.67,483.58,436.31,486.87,438.97,500.48,Não,Não,Não,Não,,Negativa,Sim,Tarja  Vermelha
ADENOSINA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523700102151316,1003300380038,7896094200425,    -     ,    -     ,ADENOCARD,3 MG/ML SOL INJ CT 50 AMP VD AMB X 2 ML,C1B - ANTIARRÍTMICOS CARDÍACOS,Similar,Regulado,722.72,722.72,821.27,870.75,870.75,876.2,876.2,881.37,881.37,903.4,0,0,0,0,0,0,0,0,0,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
CLORIDRATO DE PAROXETINA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523701004119416,1003300900023,7896094202276,    -     ,    -     ,CEBRILIN,30 MG COM REV CT BL AL/PLAS TRANS X 30,N6A4 - ANTIDEPRESSIVOS SSRI,Similar,Regulado,115.82,115.82,131.61,139.54,139.54,140.39,140.39,141.24,141.24,144.78,160.11,181.94,192.91,192.91,194.8,194.8,195.26,195.26,200.15,Não,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
CLORIDRATO DE PAROXETINA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523701003112418,1003300900031,7896094200968,    -     ,    -     ,CEBRILIN,20 MG COM REV CT BL AL/PLAS TRANS X 30,N6A4 - ANTIDEPRESSIVOS SSRI,Similar,Regulado,105.18,105.18,119.52,126.72,126.72,127.49,127.49,128.27,128.27,131.48,145.41,165.23,175.18,175.18,176.25,176.25,177.33,177.33,181.76,Não,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
CLORIDRATO DE BUPROPIONA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523717030035204,1003301110093,7896094209015,    -     ,    -     ,ZETRON,150 MG COM REV LIB PROL CT FR PLAS PEAD OPC X 60,N6A9 - ANTIDEPRESSIVOS TODOS OS OUTROS,Similar,Regulado,196.66,196.66,223.48,236.94,236.94,238.38,238.38,239.83,239.83,245.83,271.87,308.95,327.56,327.56,329.55,329.55,331.55,331.55,339.85,Não,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
PACLITAXEL,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523713080028703,1003301150079,7896094203013,    -     ,    -     ,ONTAX,6 MG/ML SOL INJ IV CT FA VD AMB X 5 ML,L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Similar,Regulado,753.41,753.41,856.15,907.72,907.72,913.22,913.22,918.79,918.79,941.76,0,0,0,0,0,0,0,0,0,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
PACLITAXEL,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523713080028803,1003301150087,7896094203037,    -     ,    -     ,ONTAX," 6 MG/ML SOL INJ IV CT FA VD AMB X 16,7 ML",L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Similar,Regulado,2371.52,2371.52,2694.91,2857.25,2857.25,2874.57,2874.57,2892.1,2892.1,2964.4,0,0,0,0,0,0,0,0,0,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
PACLITAXEL,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523713080028903,1003301150095,7896094203020,    -     ,    -     ,ONTAX,6 MG/ML SOL INJ IV CT FA VD AMB X 25 ML,L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Similar,Regulado,3469.86,3469.86,3943.2,4180.55,4180.55,4205.89,4205.89,4231.54,4231.54,4337.33,0,0,0,0,0,0,0,0,0,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
ETINILESTRADIOL;DROSPIRENONA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523712060025803,1003301240027,7896094203044,    -     ,    -     ,ELANI," 3 MG + 0,03 MG COM REV CT BL AL PLAS TRANS CALEND X 84",G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG,Novo,Regulado,120.47,120.47,136.9,145.14,145.14,146.2,146.2,146.91,146.91,150.59,166.54,189.26,200.65,200.65,201.86,201.86,203.9,203.9,208.18,Não,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
SULFATO DE VIMBLASTINA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523715010031203,1003301300021,7896094208100,    -     ,    -     ,FAULBLASTINA,1 MG/ML SOL INJ CT 5 FA VD AMB X 10 ML,L1C1 - AGENTES ANTINEOPLÁSICOS ALCALÓIDES DA VINCA,Novo,Regulado,348.7,348.7,395.53,419.36,419.36,421.9,421.9,424.48,424.48,435.9,0,0,0,0,0,0,0,0,0,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
CARBOPLATINA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523707206155412,1003301330042,7896094207981,    -     ,    -     ,FAULDCARBO,10 MG / ML SOL INJ CT FA VD AMB X 5 ML ,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Similar,Regulado,314.14,314.14,356.98,378.48,378.48,380.78,380.78,383.1,383.1,392.68,0,0,0,0,0,0,0,0,0,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
CARBOPLATINA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523707204152416,1003301330050,7896094207998,    -     ,    -     ,FAULDCARBO,10 MG / ML SOL INJ CT FA VD AMB X 15 ML ,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Similar,Regulado,634.6,634.6,721.14,764.58,764.58,769.21,769.21,773.9,773.9,793.25,0,0,0,0,0,0,0,0,0,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
CARBOPLATINA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523707205159414,1003301330069,7896094208001,    -     ,    -     ,FAULDCARBO,10 MG / ML SOL INJ CT FA VD AMB X 45 ML,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Similar,Regulado,1644.29,1644.29,1868.51,1981.7,1981.7,1993.8,1993.8,2005.23,2005.23,2055.36,0,0,0,0,0,0,0,0,0,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
SULFATO DE VINCRISTINA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523713120029803,1003301350043,7896094208483,    -     ,    -     ,FAULDVINCRI,1 MG / ML SOL INJ CT 5 FA VD AMB X 1 ML,L1C1 - AGENTES ANTINEOPLÁSICOS ALCALÓIDES DA VINCA,Similar,Regulado,211.57,211.57,240.42,254.9,254.9,256.45,256.45,258.1,258.1,264.46,0,0,0,0,0,0,0,0,0,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
DACARBAZINA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523707402159417,1003301360022,7896094202887,    -     ,    -     ,FAULDACAR,200 MG PÓ LIOF INJ CT FA VD AMB ,L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES,Similar,Regulado,174.19,174.19,197.94,209.87,209.87,211.14,211.14,212.43,212.43,217.74,0,0,0,0,0,0,0,0,0,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
DACARBAZINA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523707401152419,1003301360030,7896094202894,    -     ,    -     ,FAULDACAR,600 MG PÓ LIOF INJ CT FA VD AMB ,L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES,Similar,Regulado,514.52,514.52,584.68,619.9,619.9,623.66,623.66,627.46,627.46,643.15,0,0,0,0,0,0,0,0,0,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
CITARABINA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523707302154413,1003301380023,7896094202962,    -     ,    -     ,FAULDCITA,100 MG/ML SOL INJ CT 5 FA VD TRANS X 5 ML ,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Similar,Regulado,800.79,800.79,909.99,964.81,964.81,970.65,970.65,976.57,976.57,1000.99,0,0,0,0,0,0,0,0,0,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
CITARABINA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523707303150411,1003301380031,7896094202979,    -     ,    -     ,FAULDCITA,100 MG/ML SOL INJ CT FA VD TRANS X 10 ML,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Similar,Regulado,132.56,132.56,150.64,159.71,159.71,160.68,160.68,161.66,161.66,165.7,0,0,0,0,0,0,0,0,0,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
FLUORURACILA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523707702152418,1003301390029,7896094207080,    -     ,    -     ,FAULDFLUOR,50 MG/ML SOL INJ CT 5 FA VD TRANS X 10 ML ,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Similar,Regulado,130.55,130.55,148.35,157.29,157.29,158.24,158.24,159.21,159.21,163.19,0,0,0,0,0,0,0,0,0,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
FLUORURACILA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523707701156411,1003301390045,7896094207097,    -     ,    -     ,FAULDFLUOR,50 MG/ML SOL INJ CT  FA VD TRANS X 50 ML ,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Similar,Regulado,127.97,127.97,145.42,154.18,154.18,155.12,155.12,156.6,156.6,159.96,0,0,0,0,0,0,0,0,0,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
FOLINATO DE CÁLCIO,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523707902151415,1003301420017,7896094208209,    -     ,    -     ,FAULDLEUCO,10 MG/ML SOL INJ CT  FA VD AMB X 5 ML,V3D - AGENTES DESINTOXICANTES PARA O TRATAMENTO DE NEOPLASISAS,Similar,Regulado,105.8,105.8,119.41,126.6,126.6,127.37,127.37,128.15,128.15,131.35,0,0,0,0,0,0,0,0,0,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
FOLINATO DE CÁLCIO,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523707901155417,1003301420025,7896094208216,    -     ,    -     ,FAULDLEUCO,10 MG/ML SOL INJ CT  FA  VD AMB X 30 ML,V3D - AGENTES DESINTOXICANTES PARA O TRATAMENTO DE NEOPLASISAS,Similar,Regulado,563.1,563.1,639.89,678.43,678.43,682.55,682.55,686.71,686.71,703.88,0,0,0,0,0,0,0,0,0,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
CLORIDRATO DE GENCITABINA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523708701151416,1003301460019,7896094207240,    -     ,    -     ,GENLIBBS,200 MG PÓ LIÓF INJ CT FA VD INC ,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Similar,Regulado,184.38,184.38,209.52,222.14,222.14,223.49,223.49,224.85,224.85,230.48,0,0,0,0,0,0,0,0,0,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
CLORIDRATO DE GENCITABINA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523708702156411,1003301460027,7896094207257,    -     ,    -     ,GENLIBBS,1 G PÓ LIÓF INJ CT FA VD INC ,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Similar,Regulado,917.76,917.76,1042.91,1105.73,1105.73,1112.44,1112.44,1119.22,1119.22,1147.2,0,0,0,0,0,0,0,0,0,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
FOSFATO DE FLUDARABINA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523708501150416,1003301500029,7896094207318,    -     ,    -     ,FLUDALIBBS,50 MG PO LIOF INJ CT 5 FA VD TRANS ,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Similar,Regulado,4137.78,4137.78,4702.2,4985.28,4985.28,5015.49,5015.49,5046.7,5046.7,5172.23,0,0,0,0,0,0,0,0,0,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
ANASTROZOL,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523713010026903,1003301530025,7896094208131,    -     ,    -     ,ANASTROLIBBS,1 MG COM REV CT BL AL PLAS TRANS X 30,L2B3 - CITOSTÁTICOS INIBIDORES DA AROMATASE,Similar,Regulado,660.67,660.67,750.76,795.99,795.99,800.81,800.81,805.69,805.69,825.84,913.34,1037.88,1100.41,1100.41,1107.7,1107.7,1113.82,1113.82,1141.68,Não,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
TOPIRAMATO,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523709302119411,1003301580065,7896094207547,    -     ,    -     ,ÉGIDE,100 MG  COM REV CT BL AL AL X 60,N3A - ANTIEPILÉPTICOS,Similar,Regulado,177.66,177.66,201.89,214.5,214.5,215.35,215.35,216.66,216.66,222.8,245.6,279.1,295.91,295.91,297.71,297.71,299.52,299.52,307.1,Não,Sim,Sim,Não,,Positiva,Sim,Tarja  Vermelha
TACROLIMO,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523712030025404,1003301600015,7896094207875,    -     ,    -     ,TARFIC,1 MG CAP GEL DURA CT BL AL AL X 100,L4X - OUTROS IMUNOSSUPRESSORES,Similar,Regulado,923.48,923.48,1049.41,1112.63,1112.63,1119.37,1119.37,1126.19,1126.19,1154.35,1276.66,1450.75,1538.15,1538.15,1547.46,1547.46,1556.89,1556.89,1595.82,Não,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
TACROLIMO,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523712030025504,1003301600023,7896094207882,    -     ,    -     ,TARFIC,5 MG CAP GEL DURA CT BL AL AL X 50,L4X - OUTROS IMUNOSSUPRESSORES,Similar,Regulado,2079.87,2079.87,2363.49,2505.87,2505.87,2521.5,2521.5,2536.43,2536.43,2599.84,2875.3,3267.39,3464.22,3464.22,3485.2,3485.2,3506.47,3506.47,3594.13,Não,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
TACROLIMO MONOIDRATADO,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523713080029104,1003301600041,7896094206045,    -     ,    -     ,TARFIC,1 MG/G POM DERM CT BG PLAS OPC X 30 G,D5X - OUTROS PRODUTOS ANTI-INFLAMATÓRIOS NÃO ESTEROIDAIS DERMATOLÓGICOS,Similar,Regulado,140.9,140.9,160.11,169.76,169.76,170.79,170.79,171.83,171.83,176.13,194.79,221.34,234.68,234.68,236.11,236.11,237.54,237.54,243.49,Não,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
TACROLIMO MONOIDRATADO,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523713080029304,1003301600066,7896094206021,    -     ,    -     ,TARFIC," 0,3 MG/G POM DERM CT BG PLAS OPC X 30 G",D5X - OUTROS PRODUTOS ANTI-INFLAMATÓRIOS NÃO ESTEROIDAIS DERMATOLÓGICOS,Similar,Regulado,134.56,134.56,152.91,162.12,162.12,163.1,163.1,164.1,164.1,168.2,186.2,211.39,224.12,224.12,225.48,225.48,226.86,226.86,232.53,Não,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
PEMETREXEDE DISSÓDICO,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523712110026304,1003301660018,7896094208193,    -     ,    -     ,ATRED,100 MG PO LIOF SOL INJ CT FA VD TRANS,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Similar,Regulado,1421.76,1421.76,1615.64,1712.96,1712.96,1723.35,1723.35,1733.85,1733.85,1777.2,0,0,0,0,0,0,0,0,0,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
PEMETREXEDE DISSÓDICO,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523712110026404,1003301660026,7896094208186,    -     ,    -     ,ATRED,500 MG PO LIOF SOL INJ CT FA VD TRANS,L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Similar,Regulado,7108.87,7108.87,8078.26,8564.9,8564.9,8616.81,8616.81,8669.35,8669.35,8886.9,0,0,0,0,0,0,0,0,0,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
CLORIDRATO DE DULOXETINA,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523717070035903,1003301670048,7896094209558,    -     ,    -     ,VELIJA,60 MG CAP DURA LIB RETARD FR PLAS OPC X 60,N6A5 - ANTIDEPRESSIVOS SNRI,Similar,Regulado,194.18,194.18,220.66,233.95,233.95,235.37,235.37,236.8,236.8,242.73,268.44,305.5,323.42,323.42,325.39,325.39,327.36,327.36,335.56,Não,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
HIDROXIETILAMIDO,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509517080031903,1004100990124,7897947708846,    -     ,    -     ,VOLUVEN 6%,60 MG/ML SOL INJ IV FR PE TRANS SIST FECH X 500 ML,K2B - GOMAS,Novo,Regulado,113.73,113.73,129.24,137.2,137.2,137.85,137.85,138.7,138.7,142.16,0,0,0,0,0,0,0,0,0,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
FENILALANINA;PROLINA;TRIPTOFANO;LEVOVALINA;SERINA;HISTIDINA;TREONINA;TIROSINA;LEUCINA;GLICINA;ISOLEUCINA;ACETILCISTEÍNA;LEVOMETIONINA;ALANINA;ACETATO DE LISINA;ARGININA,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509507904155419,1004101310038,7897947700161,    -     ,    -     ,NEPHROTECT,SOL INJ FR VD TRANS X 500 ML ,K1E3 - SOLUÇÕES AMINOÁCIDAS PARA NEFROPATAS,Específico,Regulado,132.94,148.89,172.6,183.99,160.17,185.27,161.14,186.58,162.12,191.98,0,0,0,0,0,0,0,0,0,Sim,Não,Não,Não,,Negativa,Sim,Tarja  Vermelha
GLICONATO DE CÁLCIO,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509507601152413,1004101360035,7897947701755,    -     ,    -     ,GLICONATO DE CÁLCIO,100 MG/ML SOL INJ IV CX 100 AMP VD TRANS X 10 ML ,V3G2 - PRODUTOS PARA HIPERFOSFATEMIA,Específico,Regulado,153.84,153.84,174.82,185.35,185.35,186.47,186.47,187.61,187.61,192.3,0,0,0,0,0,0,0,0,0,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
POLIAMINOÁCIDOS,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509504301158411,1004199230011,7897947700970,    -     ,    -     ,KETOSTERIL,COM REV CT BL AL PLAS TRANS X 100 ,K1E9 - OUTRAS SOLUÇÕES DE AMINOÁCIDOS,Específico,Regulado,321.54,360.12,416.15,445.1,387.39,448.12,389.74,451.27,392.12,464.34,483.9,555.89,593.16,535.54,597.17,538.79,601.23,542.8,618.5,Não,Não,Não,Não,,Negativa,Sim,Tarja  Vermelha
ALANILGLUTAMINA,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509503301154418,1004199260026,7897947700123,    -     ,    -     ,DIPEPTIVEN,200 MG/ML SOL INJ IV CX FR VD TRANS X 100 ML,K1E9 - OUTRAS SOLUÇÕES DE AMINOÁCIDOS,Específico,Regulado,484.5,484.5,550.6,583.19,583.19,586.73,586.73,590.3,590.3,605.6,0,0,0,0,0,0,0,0,0,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
ÓLEO DE SOJA,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509504501157419,1004199310066,7897947704077,    -     ,    -     ,LIPOVENOS  MCT,100 MG/ML + 100 MG/ML + 12 MG/ML EMU INFUS IV CX FR VD TRANS X 500 ML," K1D1 - EMULSÔES DE GORDURAS, PURAS",Específico,Regulado,357.35,357.35,406.8,430.54,430.54,433.15,433.15,435.79,435.79,446.69,0,0,0,0,0,0,0,0,0,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
FENILALANINA;PROLINA;TRIPTOFANO;LEVOVALINA;SERINA;HISTIDINA;TREONINA;TIROSINA;LEUCINA;GLICINA;ISOLEUCINA;TAURINA;LEVOMETIONINA;ALANINA;ACETATO DE LISINA;ARGININA,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509507202150417,1004199350068,7897947703629,    -     ,    -     ,AMINOVEN,100 MG/ML SOL INFUS CT FR VD TRANS X 500 ML,K1E1 - SOLUÇÕES AMINOÁCIDAS PADRÃO,Específico,Regulado,115.56,115.56,131.32,139.23,139.23,140.7,140.7,140.93,140.93,144.45,0,0,0,0,0,0,0,0,0,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
FENILALANINA;PROLINA;TRIPTOFANO;LEVOVALINA;SERINA;HISTIDINA;TREONINA;TIROSINA;LEUCINA;GLICINA;ISOLEUCINA;TAURINA;LEVOMETIONINA;ALANINA;ACETATO DE LISINA;ARGININA,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509507201154419,1004199350076,7897947703612,    -     ,    -     ,AMINOVEN,100 MG/ML SOL INFUS CT FR VD TRANS X 1000 ML,K1E1 - SOLUÇÕES AMINOÁCIDAS PADRÃO,Específico,Regulado,239.36,239.36,272,288.39,288.39,290.13,290.13,291.9,291.9,299.2,0,0,0,0,0,0,0,0,0,Sim,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha
